细分二级品类,日期,产品,成交量,最高价,最低价
HDPE中空料,2024/11/19,5502ZK|中科炼化,30,7950,7950
HDPE中空料,2024/11/19,B53-35H-011|中海壳牌,10.5,7970,7970
HDPE中空料,2024/11/19,HD10530LB|俄罗斯西布尔,24.75,8020,8020
HDPE中空料,2024/11/20,5502A|中海壳牌,81,7960,7960
HDPE中空料,2024/11/20,5502ZK|中科炼化,30,7960,7960
HDPE中空料,2024/11/20,5502|中科炼化,21,7960,7900
HDPE中空料,2024/11/20,BL3|伊朗石化,50.227,7900,7900
HDPE中空料,2024/11/21,5502A|中海壳牌,27,8020,8020
HDPE中空料,2024/11/21,5502BN|雪佛龙菲利普斯,24.75,7970,7970
HDPE中空料,2024/11/21,5502LW|茂名石化,33,8000,7950
HDPE中空料,2024/11/21,5502S|浙江石化,54,7990,7900
HDPE中空料,2024/11/21,HD5502|美国,62.575,7800,7800
HDPE中空料,2024/11/22,5021D|中海壳牌,22.5,7850,7850
HDPE中空料,2024/11/22,5502A|中海壳牌,27,8020,8020
HDPE中空料,2024/11/22,5502LW|茂名石化,25.5,8000,7980
HDPE中空料,2024/11/22,5502S|浙江石化,27,7990,7990
HDPE中空料,2024/11/25,12500LH|俄罗斯西布尔,24.75,7850,7850
HDPE中空料,2024/11/25,5502A|中海壳牌,201,8030,7960
HDPE中空料,2024/11/25,5502BN|中化泉州,54,7860,7815
HDPE中空料,2024/11/25,5502BN|卡塔尔石化,25.5,8000,8000
HDPE中空料,2024/11/25,5502LW|茂名石化,26,8000,7980
HDPE中空料,2024/11/25,5502S|浙江石化,27,8000,8000
HDPE中空料,2024/11/25,5502|中科炼化,27,8000,8000
HDPE中空料,2024/11/26,5421B|中海壳牌,27,8630,8630
HDPE中空料,2024/11/26,5502A|中海壳牌,21,7990,7990
HDPE中空料,2024/11/26,5502BN|卡塔尔石化,25.5,8020,8020
HDPE中空料,2024/11/26,5502|中科炼化,54,7950,7630
HDPE中空料,2024/11/27,50100|雪佛龙菲利普斯,19.25,8450,8450
HDPE中空料,2024/11/27,5502S|宁夏宝丰,25,7750,7750
HDPE中空料,2024/11/27,5502S|浙江石化,27,8000,8000
HDPE中空料,2024/11/27,5502|中科炼化,33,7980,7900
HDPE中空料,2024/11/28,5502A|中海壳牌,61.5,8150,7990
HDPE中空料,2024/11/28,5502LW|茂名石化,28,8000,8000
HDPE中空料,2024/11/28,5502|中科炼化,27,7890,7890
HDPE中空料,2024/11/28,6200NT7|陶氏,24.75,7850,7850
HDPE中空料,2024/11/28,HD10530LB|俄罗斯西布尔,24.75,8020,8020
HDPE中空料,2024/11/28,TR571|中科炼化,27,8390,8390
HDPE中空料,2024/11/29,5502BN|中化泉州,81,7820,7810
HDPE中空料,2024/11/29,5502LW|茂名石化,33,7950,7950
HDPE中空料,2024/11/29,5502|中科炼化,81,7960,7920
HDPE中空料,2024/12/2,5502BN|中化泉州,81,7860,7830
HDPE中空料,2024/12/2,5502LW|茂名石化,10,7950,7950
HDPE中空料,2024/12/2,5502S|延长榆能化,34,7540,7540
HDPE中空料,2024/12/2,5502|中科炼化,27,7890,7890
HDPE中空料,2024/12/2,5621D|中海壳牌,13.5,8385,8385
HDPE中空料,2024/12/2,6200NT7|陶氏,99,7850,7850
HDPE中空料,2024/12/2,BL3|伊朗石化,24.75,7870,7870
HDPE中空料,2024/12/3,5502BN|中化泉州,27,7840,7840
HDPE中空料,2024/12/3,5502GD|茂名石化,27,7805,7805
HDPE中空料,2024/12/3,Q50100|卡塔尔石化,30,8600,8600
HDPE中空料,2024/12/4,2008SN60|道达尔,74.25,7680,7650
HDPE中空料,2024/12/4,5502A|中海壳牌,27,8010,8010
HDPE中空料,2024/12/4,5502BN|中化泉州,27,7830,7830
HDPE中空料,2024/12/4,5502S|浙江石化,54,7965,7960
HDPE中空料,2024/12/4,5502|中科炼化,27,7870,7870
HDPE中空料,2024/12/5,5421B|中海壳牌,12,8550,8550
HDPE中空料,2024/12/5,5502BN|雪佛龙菲利普斯,24.75,7910,7910
HDPE中空料,2024/12/5,5502LW|茂名石化,27,7920,7920
HDPE中空料,2024/12/5,5502ZK|中科炼化,27,7860,7860
HDPE中空料,2024/12/6,5502A|中海壳牌,76.5,8000,8000
HDPE中空料,2024/12/6,5502LW|茂名石化,30,7890,7890
HDPE中空料,2024/12/6,5502S|延长榆能化,34,7580,7580
HDPE中空料,2024/12/6,5502S|浙江石化,27,7950,7950
HDPE中空料,2024/12/6,5502|中科炼化,30,7850,7840
HDPE中空料,2024/12/9,5421B|中海壳牌,27,8550,8550
HDPE中空料,2024/12/9,5502A|中海壳牌,27,7990,7990
HDPE中空料,2024/12/9,5502LW|茂名石化,37.5,7870,7850
HDPE中空料,2024/12/9,5502S|浙江石化,27,7930,7930
HDPE中空料,2024/12/9,5502|中科炼化,37,7820,7820
HDPE中空料,2024/12/9,5621D|中海壳牌,12,8380,8380
HDPE中空料,2024/12/9,TR571-GD|中科炼化,27,7855,7855
HDPE中空料,2024/12/10,5502BN|雪佛龙菲利普斯,5.5,8200,8200
HDPE中空料,2024/12/10,5502LW|茂名石化,54,7850,7850
HDPE中空料,2024/12/10,5502|中科炼化,96,7830,7800
HDPE中空料,2024/12/10,HXM50100S|中化泉州,26.933,8070,8070
HDPE中空料,2024/12/11,5502A|中海壳牌,187.5,8000,7950
HDPE中空料,2024/12/11,5502LW|茂名石化,6,7880,7880
HDPE中空料,2024/12/12,5502A|中海壳牌,270,7980,7950
HDPE中空料,2024/12/12,5502S|浙江石化,27,7850,7850
HDPE中空料,2024/12/12,5502|中科炼化,37,7830,7830
HDPE中空料,2024/12/13,5502A|中海壳牌,54,7920,7920
HDPE中空料,2024/12/13,5502LW|茂名石化,15,7850,7850
HDPE中空料,2024/12/13,5502S|浙江石化,27,7840,7840
HDPE中空料,2024/12/13,6200|广东石化,30,7850,7850
HDPE中空料,2024/12/13,BL3|伊朗石化,49.495,7880,7880
HDPE中空料,2024/12/16,5421B|中海壳牌,27,8480,8480
HDPE中空料,2024/12/16,5502A|中海壳牌,81,7930,7920
HDPE中空料,2024/12/16,5502GD|中科炼化,27,7595,7595
HDPE中空料,2024/12/16,5502LW|茂名石化,27,7900,7900
HDPE中空料,2024/12/16,5502S|华锦化工,24.998,8050,8050
HDPE中空料,2024/12/16,5502S|浙江石化,54,7830,7830
HDPE中空料,2024/12/16,5502ZK|中科炼化,54,7790,7790
HDPE中空料,2024/12/16,5502|中科炼化,39,7850,7800
HDPE中空料,2024/12/16,HXM50100S|中化泉州,27,8020,8020
HDPE中空料,2024/12/17,5502A|中海壳牌,54,7980,7850
HDPE中空料,2024/12/17,5502BN|雪佛龙菲利普斯,24.75,7920,7920
HDPE中空料,2024/12/17,5502GD|茂名石化,27,7635,7635
HDPE中空料,2024/12/17,5502ZK|中科炼化,54,7810,7790
HDPE中空料,2024/12/17,B53-35H-011|中海壳牌,15,7850,7850
HDPE中空料,2024/12/18,5502LW|茂名石化,15,7850,7850
HDPE中空料,2024/12/18,5502S|延长榆能化,17,7780,7780
HDPE中空料,2024/12/18,5502ZK|中科炼化,27,7830,7830
HDPE中空料,2024/12/18,5502|中科炼化,27,7770,7770
HDPE中空料,2024/12/19,5502A|中海壳牌,162,7970,7850
HDPE中空料,2024/12/19,5502S|浙江石化,54,7900,7870
HDPE中空料,2024/12/19,5502|中科炼化,10,7800,7800
HDPE中空料,2024/12/19,HXM50100S|中化泉州,27,8000,8000
HDPE中空料,2024/12/20,5421B|中海壳牌,10.5,8480,8480
HDPE中空料,2024/12/20,5502A|中海壳牌,114,7970,7850
HDPE中空料,2024/12/20,5502LW|茂名石化,5,7800,7800
HDPE中空料,2024/12/20,HPB-0354|米尔斯泰因,24.75,7780,7780
HDPE中空料,2024/12/23,5502A|中海壳牌,15,7870,7870
HDPE中空料,2024/12/23,5502|中科炼化,44.5,7800,7680
HDPE中空料,2024/12/24,5421B|中海壳牌,7.5,8400,8400
HDPE中空料,2024/12/24,5502A|中海壳牌,87,7970,7860
HDPE中空料,2024/12/24,5502BN|雪佛龙菲利普斯,24.75,7850,7850
HDPE中空料,2024/12/24,5502LW|茂名石化,81,7765,7730
HDPE中空料,2024/12/24,5502S|浙江石化,27,7950,7950
HDPE中空料,2024/12/24,5502ZK|中科炼化,27,7700,7700
HDPE中空料,2024/12/24,5502|中科炼化,27,7870,7870
HDPE中空料,2024/12/24,B53-35H-011|中海壳牌,10.5,7840,7840
HDPE中空料,2024/12/24,BL3|伊朗石化,24.75,7800,7800
HDPE中空料,2024/12/25,5502A|中海壳牌,27,7800,7800
HDPE中空料,2024/12/25,5502LW|茂名石化,37.5,7810,7800
HDPE中空料,2024/12/25,5502S|浙江石化,27,7780,7780
HDPE中空料,2024/12/26,5502A|中海壳牌,351,7980,7800
HDPE中空料,2024/12/26,5502|中科炼化,54,7760,7710
HDPE中空料,2024/12/26,BL3|伊朗石化,90.75,7800,7800
HDPE中空料,2024/12/26,HXM50100S|中化泉州,27,7880,7880
HDPE中空料,2024/12/27,50100|雪佛龙菲利普斯,11,8500,8500
HDPE中空料,2024/12/27,5502A|中海壳牌,33,7850,7850
HDPE中空料,2024/12/27,5502S|宁夏宝丰,30,7750,7750
HDPE中空料,2024/12/27,5502|中科炼化,86,7750,7710
HDPE中空料,2024/12/30,5502A|中海壳牌,54,7840,7810
HDPE中空料,2024/12/30,5502LW|茂名石化,10.5,7800,7800
HDPE中空料,2024/12/30,5502S|浙江石化,27,7840,7840
HDPE中空料,2024/12/30,5502|中科炼化,54,7730,7700
HDPE中空料,2024/12/31,5502BN|卡塔尔石化,51,7980,7950
HDPE中空料,2024/12/31,5502LW|茂名石化,81,7800,7780
HDPE中空料,2024/12/31,5502|中科炼化,42,7750,7700
HDPE中空料,2024/12/31,5502|独山子石化,33,7720,7720
HDPE中空料,2025/1/2,5502A|中海壳牌,81,7850,7820
HDPE中空料,2025/1/2,5502LW|茂名石化,27,7800,7800
HDPE中空料,2025/1/2,5502|中科炼化,27,7700,7700
HDPE中空料,2025/1/3,5421B|中海壳牌,27,8300,8300
HDPE中空料,2025/1/3,5502A|中海壳牌,103.5,8000,7830
HDPE中空料,2025/1/3,5502LW|茂名石化,27,7770,7770
HDPE中空料,2025/1/3,5502|中科炼化,57,7750,7690
HDPE中空料,2025/1/6,5421B|中海壳牌,27,8300,8300
HDPE中空料,2025/1/6,5502A|中海壳牌,54,7830,7800
HDPE中空料,2025/1/6,5502LW|茂名石化,10,7740,7740
HDPE中空料,2025/1/6,5502S|延长榆能化,34,7580,7580
HDPE中空料,2025/1/6,5502S|浙江石化,27,7850,7850
HDPE中空料,2025/1/6,5502|中科炼化,162,7700,7650
HDPE中空料,2025/1/6,6200|广东石化,30,7720,7720
HDPE中空料,2025/1/7,5502S|华锦化工,33,8050,8050
HDPE中空料,2025/1/7,5502S|浙江石化,81,7830,7760
HDPE中空料,2025/1/7,5502|中科炼化,111,7670,7650
HDPE中空料,2025/1/8,5502BN|雪佛龙菲利普斯,24.75,7810,7810
HDPE中空料,2025/1/8,5502|中科炼化,54,7650,7650
HDPE中空料,2025/1/8,HPB-0354|米尔斯泰因,24.75,7700,7700
HDPE中空料,2025/1/9,5502A|中海壳牌,45,7745,7720
HDPE中空料,2025/1/10,5421B|中海壳牌,13.5,8150,8100
HDPE中空料,2025/1/10,5502A|中海壳牌,60,7780,7750
HDPE中空料,2025/1/10,5502LW|茂名石化,40.5,7780,7750
HDPE中空料,2025/1/10,5502S|延长榆能化,34,7515,7515
HDPE中空料,2025/1/10,5502|中科炼化,81,7670,7660
HDPE中空料,2025/1/13,5421B|中海壳牌,27,8150,8150
HDPE中空料,2025/1/13,5502A|中海壳牌,6,7770,7770
HDPE中空料,2025/1/13,5502LN|中化泉州,27,7680,7680
HDPE中空料,2025/1/13,5502|中科炼化,159,7740,7650
HDPE中空料,2025/1/13,6200|广东石化,120,7680,7670
HDPE中空料,2025/1/13,HPB-0354|米尔斯泰因,24.75,7690,7690
HDPE中空料,2025/1/13,TR571-GD|中科炼化,27,7715,7715
HDPE中空料,2025/1/14,5421B|中海壳牌,27,8150,8150
HDPE中空料,2025/1/14,5502A|中海壳牌,15,7750,7750
HDPE中空料,2025/1/14,5502LW|茂名石化,10.5,7780,7780
HDPE中空料,2025/1/14,5502S|浙江石化,27,7770,7770
HDPE中空料,2025/1/14,5502ZK|中科炼化,81,7700,7680
HDPE中空料,2025/1/14,5502|中科炼化,54,7780,7740
HDPE中空料,2025/1/15,5502A|中海壳牌,54,7790,7770
HDPE中空料,2025/1/15,5502BN|雪佛龙菲利普斯,24.75,7860,7860
HDPE中空料,2025/1/15,5502S|浙江石化,27,7750,7750
HDPE中空料,2025/1/15,5502|中科炼化,27,7720,7720
HDPE中空料,2025/1/15,5621D|中海壳牌,9,8000,8000
HDPE中空料,2025/1/16,5420GA|独山子石化,30,8250,8250
HDPE中空料,2025/1/16,5621D|中海壳牌,27,8000,8000
HDPE中空料,2025/1/16,BL3|伊朗石化,76.5,7800,7790
HDPE中空料,2025/1/17,5502ZK|中科炼化,54,7700,7670
HDPE中空料,2025/1/20,5421B|中海壳牌,18,8100,8100
HDPE中空料,2025/1/20,5502A|中海壳牌,27,7770,7770
HDPE中空料,2025/1/21,5502LW|茂名石化,27,7750,7750
HDPE中空料,2025/1/22,5502|中科炼化,27,7620,7620
HDPE中空料,2025/2/5,5502A|中海壳牌,27,7780,7780
HDPE中空料,2025/2/5,5502BN|雪佛龙菲利普斯,11,7940,7940
HDPE中空料,2025/2/5,5502GD|茂名石化,25.9,7525,7525
HDPE中空料,2025/2/5,5502|中科炼化,40.5,7680,7680
HDPE中空料,2025/2/5,BL3|伊朗石化,25.5,7690,7690
HDPE中空料,2025/2/6,5502A|中海壳牌,27,7740,7740
HDPE中空料,2025/2/6,5502LN|中化泉州,27,7570,7570
HDPE中空料,2025/2/6,5502LW|茂名石化,27,7740,7740
HDPE中空料,2025/2/6,5502|中科炼化,57,7620,7620
HDPE中空料,2025/2/7,5502A|中海壳牌,28,7750,7720
HDPE中空料,2025/2/7,5502LW|茂名石化,54,7775,7730
HDPE中空料,2025/2/7,5502M|美国蒙特,24.75,7550,7550
HDPE中空料,2025/2/7,5502|中科炼化,84,7650,7650
HDPE中空料,2025/2/7,6200|广东石化,30,7680,7680
HDPE中空料,2025/2/8,5502LW|茂名石化,4.5,7700,7700
HDPE中空料,2025/2/8,5502|中科炼化,54,7645,7645
HDPE中空料,2025/2/10,5421B|中海壳牌,19.5,8030,7980
HDPE中空料,2025/2/10,5502A|中海壳牌,15,7700,7700
HDPE中空料,2025/2/10,5502BN|雪佛龙菲利普斯,23.375,7800,7800
HDPE中空料,2025/2/10,5502S|宁夏宝丰,27,7580,7580
HDPE中空料,2025/2/10,5502S|浙江石化,27,7750,7750
HDPE中空料,2025/2/10,5502|中科炼化,27,7740,7740
HDPE中空料,2025/2/11,5421B|中海壳牌,39,8000,8000
HDPE中空料,2025/2/11,5502BN|中化泉州,108,7630,7620
HDPE中空料,2025/2/11,5502LW|茂名石化,64,7800,7760
HDPE中空料,2025/2/11,5502|中科炼化,131.994,7710,7620
HDPE中空料,2025/2/12,5502A|中海壳牌,5,7730,7730
HDPE中空料,2025/2/12,5502BN|卡塔尔石化,25.5,7880,7880
HDPE中空料,2025/2/12,5502|中科炼化,27,7780,7780
HDPE中空料,2025/2/13,5502A|中海壳牌,27,7730,7730
HDPE中空料,2025/2/13,5502BN|卡塔尔石化,51,7850,7850
HDPE中空料,2025/2/13,5502|中科炼化,27,7700,7700
HDPE中空料,2025/2/13,HBM5510|Arya Sasol聚合物,24.75,7910,7910
HDPE中空料,2025/2/13,HD5403.AS(AS55-003)|埃克森,11,7670,7670
HDPE中空料,2025/2/14,5502A|中海壳牌,16.5,7740,7740
HDPE中空料,2025/2/14,5502BN|雪佛龙菲利普斯,23.375,7850,7850
HDPE中空料,2025/2/14,5502ZK|中科炼化,27,7690,7690
HDPE中空料,2025/2/14,5502|中科炼化,93,7740,7700
HDPE中空料,2025/2/17,5502A|中海壳牌,6,7750,7750
HDPE中空料,2025/2/17,5502GD|中科炼化,27,7605,7605
HDPE中空料,2025/2/17,5502LW|茂名石化,10.5,7850,7850
HDPE中空料,2025/2/17,5502S|浙江石化,27,7750,7750
HDPE中空料,2025/2/17,5502ZK|中科炼化,27,7700,7700
HDPE中空料,2025/2/17,5502|中科炼化,21,7750,7720
HDPE中空料,2025/2/18,5421B|中海壳牌,54,8100,8050
HDPE中空料,2025/2/18,5502BN|中化泉州,27,7630,7630
HDPE中空料,2025/2/18,5502S|浙江石化,27,7800,7800
HDPE中空料,2025/2/18,BL3|伊朗石化,33,7700,7700
HDPE中空料,2025/2/19,04500NP|俄罗斯西布尔,24.75,7600,7600
HDPE中空料,2025/2/19,5502A|中海壳牌,54,7820,7760
HDPE中空料,2025/2/19,5502BN|中化泉州,54,7700,7700
HDPE中空料,2025/2/19,5502ZK|中科炼化,108,7670,7650
HDPE中空料,2025/2/19,BL3|伊朗石化,33,7700,7700
HDPE中空料,2025/2/20,5502A|中海壳牌,30,7800,7780
HDPE中空料,2025/2/20,5502S|浙江石化,54,7790,7790
HDPE中空料,2025/2/20,5502ZK|中科炼化,27,7710,7710
HDPE中空料,2025/2/20,BL3|伊朗石化,33,7700,7700
HDPE中空料,2025/2/21,5421B|中海壳牌,1.5,8050,8050
HDPE中空料,2025/2/21,5502A|中海壳牌,27,7770,7770
HDPE中空料,2025/2/21,5502BN|中化泉州,27,7680,7680
HDPE中空料,2025/2/21,5502LW|茂名石化,27,7800,7800
HDPE中空料,2025/2/21,5502S|浙江石化,27,7720,7720
HDPE中空料,2025/2/21,5502|中科炼化,60,7700,7650
HDPE中空料,2025/2/21,6200|广东石化,30,7750,7750
HDPE中空料,2025/2/24,5502A|中海壳牌,81,7770,7750
HDPE中空料,2025/2/24,5502LW|茂名石化,27,7810,7810
HDPE中空料,2025/2/24,5502S|延长榆能化,33,7510,7510
HDPE中空料,2025/2/24,5502ZK|中科炼化,27,7660,7660
HDPE中空料,2025/2/24,5502|中科炼化,27,7670,7670
HDPE中空料,2025/2/24,HBM5510|Arya Sasol聚合物,24.75,7990,7990
HDPE中空料,2025/2/25,5502A|中海壳牌,57,7800,7755
HDPE中空料,2025/2/25,5502LW|茂名石化,108,7810,7780
HDPE中空料,2025/2/25,5502S|延长榆能化,66,7700,7700
HDPE中空料,2025/2/25,5502S|浙江石化,27,7790,7790
HDPE中空料,2025/2/25,5502ZK|中科炼化,54,7680,7680
HDPE中空料,2025/2/25,5502|中科炼化,54,7670,7660
HDPE中空料,2025/2/25,5621D|中海壳牌,9,8000,8000
HDPE中空料,2025/2/25,6200|广东石化,30,7680,7680
HDPE中空料,2025/2/25,BL3|伊朗石化,25.5,7770,7770
HDPE中空料,2025/2/26,5421B|中海壳牌,27,8100,8100
HDPE中空料,2025/2/26,5502A|中海壳牌,52.5,7750,7720
HDPE中空料,2025/2/26,5502|中科炼化,81,7650,7600
HDPE中空料,2025/2/27,5502LW|茂名石化,27,7790,7790
HDPE中空料,2025/2/27,5502|中科炼化,141,7670,7630
HDPE中空料,2025/2/27,9541AB|辽宁宝来,24,7700,7700
HDPE中空料,2025/2/27,HB0035|伊朗石化,99,7680,7650
HDPE中空料,2025/2/27,HBM5510|Arya Sasol聚合物,24.75,7970,7970
HDPE中空料,2025/2/28,5502A|中海壳牌,54,7780,7780
HDPE中空料,2025/2/28,5502LW|茂名石化,23,7850,7790
HDPE中空料,2025/2/28,5502|中科炼化,27,7700,7700
HDPE中空料,2025/3/3,5502A|中海壳牌,37.5,7880,7800
HDPE中空料,2025/3/3,5502|中科炼化,135,7770,7710
HDPE中空料,2025/3/3,5621D|中海壳牌,10,8190,8190
HDPE中空料,2025/3/3,6200|广东石化,60,7650,7650
HDPE中空料,2025/3/3,HBM5510|Arya Sasol聚合物,33,8010,8010
HDPE中空料,2025/3/4,5502LW|茂名石化,43,7930,7890
HDPE中空料,2025/3/4,5502S|浙江石化,27,7800,7800
HDPE中空料,2025/3/4,HB0035|伊朗石化,24.75,7660,7660
HDPE中空料,2025/3/4,HD07580NP|俄罗斯西布尔,24.75,7570,7570
HDPE中空料,2025/3/5,5502A|中海壳牌,108,7780,7780
HDPE中空料,2025/3/5,5502LW|茂名石化,25,7880,7880
HDPE中空料,2025/3/5,5502S|浙江石化,27,7730,7730
HDPE中空料,2025/3/5,5502|中科炼化,118.5,7750,7650
HDPE中空料,2025/3/5,6200|广东石化,30,7680,7680
HDPE中空料,2025/3/5,HB0035|伊朗石化,49.5,7700,7700
HDPE中空料,2025/3/6,50100|中化泉州,54,7950,7950
HDPE中空料,2025/3/6,5502LW|茂名石化,31.5,7850,7840
HDPE中空料,2025/3/6,5502|中科炼化,91,7710,7650
HDPE中空料,2025/3/7,5421B|中海壳牌,27,8110,8110
HDPE中空料,2025/3/7,5502GD|茂名石化,25.85,7615,7615
HDPE中空料,2025/3/7,5502|中科炼化,10,7650,7650
HDPE中空料,2025/3/10,5502A|中海壳牌,54,7800,7790
HDPE中空料,2025/3/10,5502LW|茂名石化,10.5,7900,7900
HDPE中空料,2025/3/10,5502S|延长榆能化,33,7707.7,7707.7
HDPE中空料,2025/3/10,5502|中科炼化,27,7710,7710
HDPE中空料,2025/3/10,HBM5510|Arya Sasol聚合物,33,7970,7970
HDPE中空料,2025/3/10,HD5403.AS(AS55-003)|埃克森,24.75,7750,7750
HDPE中空料,2025/3/11,5502A|中海壳牌,27,7790,7790
HDPE中空料,2025/3/12,5502A|中海壳牌,135,7790,7780
HDPE中空料,2025/3/12,5502LW|茂名石化,37.5,7815,7790
HDPE中空料,2025/3/12,5502S|宁夏宝丰,24,7800,7800
HDPE中空料,2025/3/12,5502ZK|中科炼化,27,7660,7660
HDPE中空料,2025/3/12,5502|中科炼化,54,7720,7680
HDPE中空料,2025/3/13,5502A|中海壳牌,27,7780,7780
HDPE中空料,2025/3/13,5502LW|茂名石化,42,7805,7780
HDPE中空料,2025/3/13,5502S|华锦化工,30,7950,7950
HDPE中空料,2025/3/13,5502S|浙江石化,26.975,7940,7940
HDPE中空料,2025/3/13,5502ZK|中科炼化,81,7640,7620
HDPE中空料,2025/3/13,5502|中科炼化,27,7660,7660
HDPE中空料,2025/3/13,HD5403.AS(AS55-003)|埃克森,24.75,7800,7800
HDPE中空料,2025/3/14,5502A|中海壳牌,51,7760,7720
HDPE中空料,2025/3/14,5502ZK|中科炼化,27,7610,7610
HDPE中空料,2025/3/14,BL3|伊朗石化,30.25,7680,7680
HDPE中空料,2025/3/17,5502A|中海壳牌,54,7780,7720
HDPE中空料,2025/3/17,5502LW|茂名石化,27,7760,7760
HDPE中空料,2025/3/17,5502ZK|中科炼化,27,7620,7620
HDPE中空料,2025/3/17,5502|中科炼化,54,7680,7660
HDPE中空料,2025/3/17,B53-35H-011|中海壳牌,10,7800,7800
HDPE中空料,2025/3/17,HBM5510|Arya Sasol聚合物,27.5,7900,7900
HDPE中空料,2025/3/17,HD5502|美国,27,7600,7600
HDPE中空料,2025/3/18,5502LW|茂名石化,54,7675,7670
HDPE中空料,2025/3/18,5502|中科炼化,135,7600,7600
HDPE中空料,2025/3/18,HD5502|美国,27,7580,7580
HDPE中空料,2025/3/19,5421B|中海壳牌,4.5,8080,8080
HDPE中空料,2025/3/19,5502A|中海壳牌,19.5,7760,7730
HDPE中空料,2025/3/19,5502ZK|中科炼化,27,7660,7660
HDPE中空料,2025/3/19,5502|中科炼化,108,7590,7580
HDPE中空料,2025/3/19,BL3|伊朗石化,25.5,7630,7630
HDPE中空料,2025/3/20,5502A|中海壳牌,15,7700,7700
HDPE中空料,2025/3/20,5502GD|茂名石化,54,7515,7515
HDPE中空料,2025/3/20,5502|中科炼化,108,7610,7540
HDPE中空料,2025/3/21,5421B|中海壳牌,27,8100,8100
HDPE中空料,2025/3/21,5502A|中海壳牌,30,7720,7720
HDPE中空料,2025/3/21,5502BN|雪佛龙菲利普斯,24.75,7750,7750
HDPE中空料,2025/3/21,5502LW|茂名石化,91,7650,7630
HDPE中空料,2025/3/21,5502S|宁夏宝丰,34,7470,7470
HDPE中空料,2025/3/21,5502S|延长榆能化,33,7607.6,7607.6
HDPE中空料,2025/3/21,5502ZK|中科炼化,27,7600,7600
HDPE中空料,2025/3/21,5502|中科炼化,135,7550,7550
HDPE中空料,2025/3/21,HBM5510|Arya Sasol聚合物,33,7860,7860
HDPE中空料,2025/3/21,HD5502|美国,27,7550,7550
HDPE中空料,2025/3/24,5502A|中海壳牌,40.5,7710,7670
HDPE中空料,2025/3/24,5502|中科炼化,135,7640,7580
HDPE中空料,2025/3/24,HD5502|美国,27,7580,7580
HDPE中空料,2025/3/25,5502A|中海壳牌,37.5,7870,7680
HDPE中空料,2025/3/25,5502|中科炼化,47.5,7650,7580
HDPE中空料,2025/3/25,6200|广东石化,60,7570,7570
HDPE中空料,2025/3/26,5421B|中海壳牌,10.5,8100,8100
HDPE中空料,2025/3/26,5502A|中海壳牌,27,7710,7710
HDPE中空料,2025/3/26,5502S|延长榆能化,33,7607.6,7607.6
HDPE中空料,2025/3/26,5502|中科炼化,81,7640,7620
HDPE中空料,2025/3/27,5502A|中海壳牌,54,7730,7710
HDPE中空料,2025/3/27,5502LW|茂名石化,17.5,7760,7730
HDPE中空料,2025/3/27,5502|中科炼化,32,7680,7620
HDPE中空料,2025/3/27,5621D|中海壳牌,27,7860,7860
HDPE中空料,2025/3/27,5831B|马油,24.75,7450,7450
HDPE中空料,2025/3/27,B53-35H-011|中海壳牌,27,7730,7730
HDPE中空料,2025/3/27,BL3|伊朗石化,33,7600,7600
HDPE中空料,2025/3/27,HD5403.AS(AS55-003)|埃克森,49.5,7750,7750
HDPE中空料,2025/3/28,50100|中化泉州,27,7945,7945
HDPE中空料,2025/3/28,5502A|中海壳牌,27,7750,7750
HDPE中空料,2025/3/28,5502ZK|中科炼化,27,7700,7700
HDPE中空料,2025/3/28,5502|中科炼化,6,7640,7640
HDPE中空料,2025/3/28,5621D|中海壳牌,27,7900,7900
